MarkerNum,Atlas_Number,Title,IndexName,Address,City,County,CountyId,Utm_Zone,Utm_East,Utm_North,Code,Year,Rthl,Htc,Loc_Desc,PrivateProperty,ConditionText,Size,MarkerText,HasFiles,HasImages,HasMapLocation
3441,5029003441,Monte Vista Historic District,Monte Vista Historic District,117 E. French Place,San Antonio,Bexar,15,14,549055,3258066,"land surveys, land companies, promotional towns; design and construction; neighborhoods",1985,False,False,"117 E. French Place, San Antonio",False,In Situ,"27"" x 42""","One of several San Antonio suburbs created between 1890 and 1930, Monte Vista has retained much of its historic character from that time. City brewery president Otto Koehler, oilman Ed Galt, West Texas cattleman Alfred Gage, veterinary Surgeon J.G. Talcott, and former San Antonio mayor and New Deal Congressman Maury Maverick business and civic leaders who built their homes in this area. The neighborhood is an eclectic blend of many styles of architect, including Georgian and Renaissance Revival, Mediterranean, Neo-Spanish, victorian, and Art Deco. Represented here are the designs of several noted architects such as J. Riely Gordon, who is best known for his Texas courthouses. Atlee B. Ayres was responsible for a number of the homes in Monte Vista, while H.A. Reuter designed the distincitive renaissnce revivial Manison at 114 east Kings Hwy for cattle baron Herbert Kokernot. San antonio architect Robert Kelly designed the 8-story Bushnell apartment building, which is the tallest structure in the district. Characterized by its distinctive homes and colorful history, Monte Vista is a reminder of San Antonio's growth and turn-of-the-century development.",False,False,True
3466,5029003466,Moos Homestead,Moos Homestead,14610 I-10 W.,San Antonio,Bexar,15,14,538957,3272366,"houses, residential buildings; stagecoach routes, stands, etc.; German immigrants/immigration",1964,True,False,NW corner I-10 southbound access road and Utex Blvd on commercial property. Marker reported missing Dec. 2005.,False,Missing,RTHL medallion and plate,"1850. Built near Leon Creek headwaters by immigrant John Moos and bride Rosina. Of field stone, mortared with caliche; design typical of pioneer Texas Germans. Used as relay station for stagecoaches, San Antonio to El Paso and California. Recorded Texas Historic Landmark - 1964",False,False,True
3555,5029003555,Navarro Houses,Navarro Houses,228 S. Laredo St.,San Antonio,Bexar,15,14,548706,3254911,"houses, residential buildings",1962,True,False,"228 S. Laredo St., San Antonio",False,In Situ,Medallion Only,N/A,False,False,True
3557,5029003557,Jose Antonio Navarro,"Navarro, Jose Antonio","1000 S. Colorado St.                                                                                                                                                                               ",San Antonio,Bexar,15,14,547486,3254124,Texas Revolution; Hispanic topics,1936,False,False,"San Fernando Cemetery #1, NE section of the cemetery near San Marcos St.",False,In Situ,1936 Texas Centennial - grave marker (gray granite),"A signer of the Texas Declaration of Independence. Born in San Antonio February 27, 1795. Died January 13, 1871. His wife Margarita De La Garza Navarro. Born October 17, 1801. Died July 8, 1861.  Erected by the State of Texas 1936",False,False,True
3615,5029003615,Norton-Polk-Mathis House,Norton-Polk-Mathis House,401 King William St.,San Antonio,Bexar,15,14,549119,3253976,"houses, residential buildings; Victorian (architectural term); pioneers",1971,True,False,"401 King William St., San Antonio",False,In Situ,Medallion and Plate,"This site, from lower lands of Mission San Antonio De Valero, later part of the Vicente Amador Spanish Grant, was bought 1869 by merchant Russel C. Norton, who began building in 1876. HOuse grew with additions of a second story, Victorian Gingerbread rear Gallery, and Italian Renaissance Revival Tower. Later owners were rancher Edwin Polk and renowned trail Bossa and cattleman Ike T. Pryor. Business leader Walter N. Mathis restored Mansion in 1968.",False,False,True
3680,5029003680,The Oge House,"Oge House, The",209 Washington St.,San Antonio,Bexar,15,14,549248,3254324,"Neoclassical (architectural style); rangers; houses, residential buildings; design and construction",1971,True,False,"209 Washington St., San Antonio",False,In Situ,"18"" x 28""","One of early stone residences of San Antonio. First floor and basement were built as early as 1857 when place was owned by Attorney Newton. A. Mitchell and wife Catherine (Elder). Louis Oge (1832-1915) bought house in 1881, after migrating (1845) to Texas with the Castor Colony, serving in Texas Rangers under W.A.A. (""Bigfoot"") Wallace, and making a fortune as a rancher. He was a San Antonio business leader and served as Alderman and school board president. He had leading architect Alfred Giles enlarge and remodel the house in Neo-Classical style.",False,False,True
3804,5029003804,Old San Antonio National Bank Building,San Antonio National Bank Building,239 East Commerce St.,San Antonio,Bexar,15,14,549470,3255094,"banks, bankers, banking topics; commercial buildings; design and construction",1979,True,False,239 East Commerce St. San Antonio,False,In Situ,"18"" x 28""","This structure was built to house the San Antonio National Bank, organized by George W. Brackenridge and others in 1866 as the first federally chartered banking institution in the city. Cyrus L.W. Eidlitz, A New York architect, designed the building using limestone mined from area Quarries. Completed in 1886, it served as the fourth structure for the bank. The victorian design features moorish arches, ornate ironwork, and a decorative southeast corner tower. The bank occupied the facility until 1970.",False,False,True
3806,5029003806,Old San Pedro Springs,"San Pedro Springs, Old",1315 San Pedro Ave.,San Antonio,Bexar,15,14,548540,3257553,forts; Civil War; water topics; military topics,1965,False,False,In front of San Pedro Park Branch Library,False,In Situ,"18"" x 28""","Old San Pedro Springs--near this site--noted camping spot 5 miles from city. Used by U.S. Army, Mexican War, 1846-48. Often scene of summer picnics and political speeches, 1850's. On surrender to confederate Texas of all federal troops in state, it was site of prisoner of war camp for a short time. For Quarters, prisoners built dugouts and brush arbors. Later, campsite for confederate soldiers moving toward western frontier, for troops of Arizona-New Mexico campaign, for units coming from the Rio Grande to new assignments, and for raw recruits in camps of instruction.",False,False,True
3815,5029003815,Zero Milestone_Old Spanish Trail,Zero Milestone_Old Spanish Trail,100 Military Plaza,San Antonio,Bexar,15,14,548990,3255161,roads,1924,False,False,"City Hall grounds, northeast corner",False,In Situ,state-approved markers,"Zero milestone Old Spanish Trail St. Augustine Pensacola - Mobile New Orleans - Houston San Antonio El Paso - Tucson - Yuma San Diego Dedicated By Governor Pat M. Neff March 27, 1924 Erected by The San Antonio City Federation of Women's Clubs Mrs. J. K. Beretta, President",False,False,True
3818,5029003818,Site of Old St. Mary's,"St. Mary's, Old, Site of",115 St. Mary's,San Antonio,Bexar,15,14,549344,3255251,educational topics; Roman Catholic denomination,1969,True,False,"corner of St.Mary's and College, San Antonio",False,In Situ,"27"" x 42""","After the Texas War for Independence, numerous immigrants, notably from Ireland, German, and the Eastern United States, arrived in San Antonio. The need to minister to these non-Hispanic Catholics prompted the Rt. Rev. John M. Odin, First Bishop of Galveston, to establish a separate church for them. In 1852 land at this site was purchased fromt he heirs of Ambrocio Rodriguez, a veteran of the Battle of San Jacinto. In 1855 Bishop Odin autorized a building project, undertaken by the Rev. J.M. Dubuis, who became first pastor of St. Mary's Parish and later second Bishop of Galveston. A stately Gothic church building was constructed and opene for worship in mid-1857, serving both English and German-speaking congregations. (In 1869 St.Joseph's Church assumed the ministry for the German Catholics.) On July 1, 1884, the oblates of Mary Immaculate accepted responsiblity for St. Mary's, with the Rev. Richard J. Maloney as first oblate Pastor. The old church building was also the site of a seminary, an eary free Parochial School, the publication of a major Catholic newspaper, and the founding of the St. Vincent De Paul Society. The 1921 flood irreparable damaged the church building. This Neo-Romanesque structure was dedicated in 1924.",False,False,True
